show_id,type,title,director,cast,country,date_added,month_added,year_added,release_year,rating,length,listed_in,description,titleId,averageRating,numVotes,cast_genders,cast_majority,cast_ratio,director_genders,director_majority
s7888,Movie,Rolling Papers,Mitch Dickman,,"United States, Uruguay","September 8, 2017",9,2017,2015,TV-MA,79,Documentaries,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.",tt3621360,6.2,496.0,,none,0.0,['male'],male
s7889,Movie,Romeo Ranjha,Navaniat Singh,"Jazzy B, Garry Sandhu, Monica Bedi, Parul Gulati, Rana Ranbir, Yograj Singh, Rana Jung Bahadur, Sanga Jagir","India, Canada","November 1, 2017",11,2017,2014,TV-14,122,"Action & Adventure, Comedies, Music & Musicals","Two common boys travel from India to Thailand to find success and money, enjoying their friendship and finding ways to cheat the cheats.",tt3607226,4.8,95.0,"['unknown', 'male', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.25,['unknown'],none
s7890,Movie,Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster","Ireland, Canada, United Kingdom, United States","July 19, 2018",7,2018,2015,R,118,"Dramas, Independent Movies","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",tt0368225,6.7,6.0,"['female', 'male', 'female', 'male', 'male', 'male', 'male', 'female', 'female', 'male']",male,0.4,['male'],male
s7891,Movie,Room for Rent,Matthew Atkinson,"Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney",Canada,"March 1, 2019",3,2019,2017,TV-MA,89,"Comedies, Independent Movies","To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant.",tt0108603,6.6,7.0,"['male', 'male', 'female', 'female', 'male', 'male']",male,0.3333333333333333,['male'],male
s7892,Movie,Room on the Broom,"Max Lang, Jani Lachauer","Simon Pegg, Gillian Anderson, Rob Brydon, Martin Clunes, Sally Hawkins, David Walliams, Timothy Spall","United Kingdom, Germany","July 1, 2019",7,2019,2012,TV-Y7,26,"Children & Family Movies, Independent Movies","A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin.",tt2484120,7.5,4242.0,"['male', 'female', 'male', 'male', 'female', 'male', 'male']",male,0.2857142857142857,"['male', 'male']",male
s7894,Movie,Roots,Shweta Basu Prasad,,,"November 1, 2017",11,2017,2016,TV-PG,62,"Documentaries, International Movies, Music & Musicals",This documentary explores the rich heritage of Indian classical music and the reasons behind its modern decline in popularity.,tt0047395,7.5,131.0,,none,0.0,['female'],female
s7895,Movie,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,"November 1, 2019",11,2019,1968,R,137,"Classic Movies, Horror Movies, Thrillers","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",tt0063522,8.0,213238.0,"['female', 'male', 'female', 'male', 'male', 'male', 'female', 'male', 'female', 'male']",male,0.4,['male'],male
s7896,Movie,Rounders,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge",United States,"November 1, 2019",11,2019,1998,R,121,Dramas,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",tt0128442,7.3,150843.0,"['male', 'male', 'male', 'female', 'female', 'male', 'male', 'male', 'male', 'male']",male,0.2,['male'],male
s7899,Movie,Rukh,Atanu Mukherjee,"Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra",India,"April 1, 2018",4,2018,2017,TV-MA,103,"Dramas, Independent Movies, International Movies","Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.",tt7341406,6.3,643.0,"['male', 'male', 'female', 'male']",male,0.25,['unknown'],none
s7900,Movie,Rumble,R. Ellis Frazier,"Gary Daniels, Luis Gatica, Sissi Fleitas, Eddie J. Fernandez, Fabián López, Justin Nesbitt, Pedro Rodman Rodriguez",Mexico,"September 15, 2017",9,2017,2016,TV-MA,92,"Action & Adventure, Independent Movies","An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.",,,,"['male', 'male', 'female', 'male', 'unknown', 'male', 'male']",male,0.14285714285714285,['unknown'],none
s7901,Movie,Rumble in the Bronx,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit",Hong Kong,"November 1, 2019",11,2019,1995,R,89,"Action & Adventure, Comedies, International Movies","During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.",tt0113326,6.7,42309.0,"['male', 'female', 'female', 'male', 'male', 'male', 'male', 'male']",male,0.25,['male'],male
s7902,Movie,Rumor Has It,Rob Reiner,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel","United States, Germany, Australia","August 1, 2019",8,2019,2005,PG-13,97,"Comedies, Romantic Movies","When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for ""The Graduate.""",tt0305096,5.7,21.0,"['female', 'male', 'female', 'male', 'male', 'male', 'male', 'female', 'male']",male,0.3333333333333333,['male'],male
s7903,Movie,Run,Jeeva,"Abhishek Bachchan, Bhoomika Chawla, Mahesh Manjrekar, Vijay Raaz, Mukesh Rishi, Ayesha Jhulka, Anjan Srivastav, Goga Kapoor, Mukul Agarwal, Shweta Menon",India,"March 1, 2018",3,2018,2004,TV-14,134,"Action & Adventure, International Movies, Music & Musicals",Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.,tt0093894,6.6,152410.0,"['male', 'female', 'male', 'male', 'male', 'female', 'male', 'male', 'unknown', 'female']",male,0.3,['male'],male
s7904,Movie,Runaway Bride,Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo, Rita Wilson, Paul Dooley, Christopher Meloni, Donal Logue, Reg Rogers, Yul Vazquez, Jane Morris, Lisa Roberts, Kathleen Marshall, Jean Schertler, Tom Hines",United States,"December 1, 2020",12,2020,1999,PG,116,"Comedies, Romantic Movies","Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar.",tt0021324,5.0,280.0,"['female', 'male', 'female', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'female', 'female', 'male']",male,0.4666666666666667,['male'],male
s7905,Movie,Running for Grace,David L. Cunningham,"Ryan Potter, Matt Dillon, Jim Caviezel, Olivia Ritchie, Juliet Mills, Nick Boraine, Rumi Oyama",United States,"June 19, 2019",6,2019,2018,TV-14,110,"Dramas, Romantic Movies","In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together.",,,,"['unknown', 'male', 'male', 'female', 'female', 'male', 'female']",male,0.42857142857142855,['male'],male
s7906,Movie,Running Out Of Time,Chris Stokes,"Tasha Smith, RonReaco Lee, Telma Hopkins, Sydney Elise Johnson, Sean Dominic, Dustin Harnish, Paul Logan, Kearia Schroeder, Michael Toland, Anton Peeples",United States,"August 1, 2019",8,2019,2018,TV-14,88,Thrillers,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out.",tt8420952,4.3,493.0,"['female', 'male', 'female', 'female', 'male', 'male', 'male', 'female', 'male', 'male']",male,0.4,['unknown'],none
s7908,Movie,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",United States,"May 10, 2015",5,2015,2015,PG,93,"Children & Family Movies, Comedies, Sports Movies","A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk.",tt4257950,4.2,669.0,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'male']",male,0.2,['male'],male
s7910,Movie,Russell Peters: Notorious,Dave Higby,Russell Peters,United States,"October 14, 2013",10,2013,2013,NR,72,Stand-Up Comedy,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",tt3295244,7.1,1658.0,['male'],equal,0.0,['male'],male
s7911,Movie,Rustom,Dharmendra Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh",India,"January 6, 2017",1,2017,2016,TV-14,141,"Dramas, International Movies","A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.",tt0213206,6.7,27.0,"['male', 'female', 'male', 'male', 'unknown', 'male', 'male', 'male', 'male', 'male', 'female', 'unknown']",male,0.16666666666666666,['unknown'],none
s7912,Movie,S Is for Stanley,Alex Infascelli,,Italy,"June 15, 2017",6,2017,2016,TV-MA,82,"Documentaries, International Movies","This film examines the complex life of iconic filmmaker Stanley Kubrick, as seen through the eyes of his devoted longtime driver, Emilio D'Alessandro.",tt3512160,6.9,1684.0,,none,0.0,['male'],male
s7913,Movie,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,"January 1, 2021",1,2021,2003,PG-13,117,Action & Adventure,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.",tt0072560,6.7,1833.0,"['male', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']",male,0.07692307692307693,['male'],male
s7914,Movie,Saath Saath,Raman Kumar,"Deepti Naval, Farooq Shaikh, Satish Shah, Iftekhar, A.K. Hangal, Neena Gupta, Avtar Gill, Javed Khan",India,"December 31, 2019",12,2019,1982,TV-14,118,"Dramas, Independent Movies, International Movies","A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry.",tt0341554,7.3,301.0,"['female', 'male', 'male', 'male', 'male', 'female', 'male', 'male']",male,0.25,['male'],male
s7915,Movie,Sacro GRA,Gianfranco Rosi,,"Italy, France","March 21, 2017",3,2017,2013,TV-MA,91,"Documentaries, International Movies","Italian filmmaker Gianfranco Rosi turns his eye to his own country, roaming and filming for over two years in a minivan on Rome's giant ring road.",tt3172520,6.2,1777.0,,none,0.0,['male'],male
s7916,Movie,Sadece Sen,Hakan Yonat,"Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın",Turkey,"March 10, 2017",3,2017,2014,TV-MA,105,"Dramas, International Movies, Romantic Movies","An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both.",tt2082180,7.7,9922.0,"['female', 'male', 'male', 'male', 'male', 'male', 'male', 'male']",male,0.125,['male'],male
s7917,Movie,Sadie's Last Days on Earth,Michael Seater,"Morgan Taylor Campbell, Clark Backo, Ricardo Hoyos, Munro Chambers, Paula Brancati, Helene Joy, Peter Keleghan, George Stroumboulopoulos, John Ralston, Emilia McCarthy",Canada,"August 22, 2017",8,2017,2016,TV-14,94,"Comedies, Sci-Fi & Fantasy","High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend.",tt5777802,5.3,446.0,"['female', 'female', 'male', 'male', 'female', 'female', 'male', 'male', 'male', 'female']",equal,0.5,['male'],male
s7918,Movie,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,"December 31, 2019",12,2019,1983,TV-14,137,"Dramas, International Movies, Romantic Movies","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior.",tt0086230,8.3,3236.0,"['male', 'unknown', 'female', 'male', 'unknown', 'male']",male,0.16666666666666666,['unknown'],none
s7920,Movie,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,India,"May 1, 2017",5,2017,2016,TV-MA,61,"Documentaries, International Movies",This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.,tt6741178,7.7,31.0,['male'],equal,0.0,"['unknown', 'unknown']",none
s7921,Movie,Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",United States,"August 13, 2020",8,2020,2012,R,86,"Comedies, Independent Movies, Romantic Movies","A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him.",tt1862079,6.9,125735.0,"['unknown', 'male', 'male', 'female', 'male', 'female', 'female', 'male']",male,0.375,['male'],male
s7922,Movie,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,"January 1, 2017",1,2017,2016,TV-MA,118,"Dramas, International Movies","A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.",tt4943558,6.4,671.0,"['unknown', 'female', 'male', 'female', 'male', 'female', 'male', 'male']",male,0.375,['unknown'],none
s7923,Movie,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,"April 1, 2018",4,2018,2016,TV-14,173,"Dramas, International Movies, Romantic Movies","When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.",tt5312232,8.3,13272.0,"['female', 'male', 'male', 'male', 'male']",male,0.2,['unknown'],none
s7924,Movie,Sakhi,Sanjay Soorkar,"Ashok Saraf, Sonali Kulkarni, Subodh Bhave, Usha Nadkarni, Raghavendra Kadkol, Pushkar Shrotri, Lokesh Gupte, Santosh Juvekar, Jyoti Joshi, Kishor Mahabole",India,"February 15, 2018",2,2018,2007,TV-PG,152,"Dramas, International Movies, Music & Musicals","Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship.",tt0242256,8.3,6505.0,"['male', 'female', 'male', 'female', 'male', 'male', 'male', 'male', 'female', 'male']",male,0.3,['male'],male
s7925,Movie,Salem: His Sister's Father,Mohamed Hamdy,"Mohamed Ragab, Horeya Farghaly, Ayten Amer, Mohamed Al Shakankeery, Reem Al Baroudi, Badria Tolba, Hesham Ismail, Maher Essam, Hassan Abdulfattah, Aliaa Al-Husseini",Egypt,"June 22, 2019",6,2019,2014,TV-14,99,"Dramas, International Movies","A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike.",tt3703498,3.2,105.0,"['male', 'unknown', 'female', 'male', 'male', 'female', 'male', 'male', 'male', 'male']",male,0.2,['male'],male
s7926,Movie,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,"September 15, 2018",9,2018,2017,TV-MA,110,"Dramas, International Movies","On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.",,,,"['male', 'unknown', 'female', 'female', 'female', 'male', 'male', 'female']",female,0.5,['unknown'],none
s7927,Movie,Samarppanam,K. Gopinathan,"Virginia Rodriguez, Anil Nedumangad, Santhosh Keezhattoor, Indrans, P. Balachandran, Renji Panicker, Gopalan",India,"March 1, 2018",3,2018,2017,TV-PG,116,"Dramas, International Movies","When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers.",tt5933664,5.7,62.0,"['female', 'male', 'male', 'male', 'male', 'male', 'male']",male,0.14285714285714285,['unknown'],none
s7928,Movie,Sameer Abu Alneel,Amr Arafa,"Ahmed Mekky, Nicole Saba, Mohamed Lotfy, Hussien El Imam, Dina El-Sherbiny, Said Tarabeek, Alaa Morsy, Edward Fouad, Abdalah Mishrif, Youssef Eid",Egypt,"June 6, 2019",6,2019,2013,TV-14,107,"Comedies, International Movies","Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel.",tt2907394,4.4,456.0,"['male', 'female', 'male', 'male', 'female', 'male', 'male', 'male', 'unknown', 'male']",male,0.2,['male'],male
s7929,Movie,Samson,"Bruce MacDonald, Gabriel Sabloff","Taylor James, Billy Zane, Lindsay Wagner, Caitlin Leahy, Rutger Hauer, Jackson Rathbone, Brandon Auret, Frances Sholto-Douglas, Greg Kriek","South Africa, United States","December 14, 2018",12,2018,2018,PG-13,109,"Action & Adventure, Dramas, Faith & Spirituality",The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.,tt0004558,5.6,26.0,"['male', 'male', 'female', 'female', 'male', 'male', 'male', 'female', 'male']",male,0.3333333333333333,"['male', 'male']",male
s7930,Movie,Samudri Lootere,Anirban Majumder,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",,"June 18, 2019",6,2019,2018,TV-Y,65,Children & Family Movies,The king’s ship has been taken over by seemingly fearless pirates! Can Bheem find the one thing that might scare them away?,,,,"['female', 'male', 'male', 'male', 'unknown', 'male']",male,0.16666666666666666,['unknown'],none
s7931,Movie,San Pietro,John Huston,,United States,"March 31, 2017",3,2017,1945,TV-14,32,"Classic Movies, Documentaries","After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians.",tt0036630,6.7,2271.0,,none,0.0,['male'],male
s7932,Movie,Sanai Choughade,Rajeev Patil,"Shreyas Talpade, Subodh Bhave, Sai Tamhankar, Santosh Juvekar, Tushar Dalvi, Bharti Aacharekar",India,"January 1, 2018",1,2018,2008,TV-14,122,"Comedies, Dramas, International Movies","In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.",tt2624946,6.8,87.0,"['male', 'male', 'female', 'male', 'male', 'female']",male,0.3333333333333333,['male'],male
s7933,Movie,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,"December 31, 2019",12,2019,1964,TV-14,228,"Classic Movies, Dramas, International Movies","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",tt0058547,7.3,1754.0,"['unknown', 'female', 'male', 'female', 'female', 'male', 'male', 'male']",male,0.375,['unknown'],none
s7934,Movie,Santa Claws,Glenn Miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",United States,"November 17, 2017",11,2017,2014,TV-PG,86,"Children & Family Movies, Comedies","When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",tt0117549,2.7,655.0,"['female', 'male', 'male', 'female', 'male']",male,0.4,['male'],male
s7935,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland","December 20, 2015",12,2015,2010,TV-G,72,Children & Family Movies,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus.",tt1754455,6.3,476.0,"['female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male']",male,0.2,['male'],male
s7936,Movie,Sarah's Key,Gilles Paquet-Brenner,"Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich",France,"September 21, 2019",9,2019,2010,PG-13,102,"Dramas, International Movies","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",tt1668200,7.5,17198.0,"['male', 'female', 'male', 'male', 'female', 'male', 'female', 'female', 'female']",female,0.5555555555555556,['male'],male
s7937,Movie,Sardaar ji,Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla, Ali Kazmi, Anita Kailey, Daman Singh, Sanju Salonki, Amrit Pal, Jatinder Lall, Avy Randhawa",Canada,"December 1, 2017",12,2017,2015,TV-14,140,"Comedies, International Movies, Music & Musicals","When a palatial wedding venue turns out to be haunted, one of the families hosting the wedding hires a fearless Sikh to deal with the ghost.",,,,"['male', 'female', 'female', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'female']",male,0.36363636363636365,['unknown'],none
s7938,Movie,Sardaarji 2,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill","Australia, India","October 15, 2017",10,2017,2016,TV-PG,145,"Action & Adventure, Comedies, International Movies",A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.,tt5701172,5.2,654.0,"['male', 'female', 'male', 'female']",equal,0.5,['unknown'],none
s7939,Movie,Sarivar Sari,Gajendra Ahire,"Madhura Velankar, Mohan Joshi, Nina Kulkarni, Manasi Salvi, Milind Gunaji, Shreyas Talpade, Bharat Jadhav",India,"February 15, 2018",2,2018,2005,TV-14,126,"Dramas, International Movies","Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract.",tt0833533,7.4,43.0,"['female', 'male', 'male', 'female', 'male', 'male', 'unknown']",male,0.2857142857142857,['unknown'],none
s7940,Movie,Sarvopari Palakkaran,Venugopan,"Anoop Menon, Alencier Ley Lopez, Balu Varghese, Aparna Balamurali, Anu Sithara, Gayathri Arun, Nandu, Chali Pala",India,"July 1, 2018",7,2018,2017,TV-14,133,"Dramas, International Movies","In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.",tt6864588,4.9,159.0,"['male', 'male', 'male', 'female', 'female', 'female', 'male', 'male']",male,0.375,['unknown'],none
s7941,Movie,Sat Sri Akal,Kamal Sahani,"Kimi Verma, Manpreet Singh, Arun Bali, Dolly Minhas, Avtar Gill, Manmeet Singh, Neelu Kohli, Vivek Shaq, Nirmal Rishi, Pooja Tandon",India,"January 30, 2019",1,2019,2008,TV-14,141,"Dramas, Faith & Spirituality, International Movies","Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",tt0076664,6.1,12.0,"['female', 'unknown', 'male', 'female', 'male', 'male', 'female', 'male', 'female', 'female']",female,0.5,['male'],male
s7942,Movie,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,"June 1, 2019",6,2019,2018,TV-MA,78,"Documentaries, Music & Musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.,tt7445772,7.7,458.0,"['male', 'male']",equal,0.0,['unknown'],none
s7944,Movie,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,"March 15, 2018",3,2018,2012,TV-14,150,"Dramas, International Movies, Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity.",tt2182099,6.4,52.0,"['female', 'male', 'male']",male,0.3333333333333333,['male'],male
s7945,Movie,Satte Pe Satta,Raj N. Sippy,"Amitabh Bachchan, Hema Malini, Amjad Khan, Sachin, Shakti Kapoor, Ranjeeta Kaur, Paintal, Ranjeet",India,"December 31, 2019",12,2019,1982,TV-14,153,"Comedies, Cult Movies, Dramas","The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example.",tt0084630,7.2,3383.0,"['male', 'female', 'male', 'male', 'male', 'female', 'unknown', 'unknown']",male,0.25,['unknown'],none
s7946,Movie,Saturday Church,Damon Cardasis,"Luka Kain, Regina Taylor, Margot Bingham, Marquis Rodriguez, Mj Rodriguez, Indya Moore, Alexia Garcia, Kate Bornstein, Peter Kim, Jaylin Fletcher",United States,"October 6, 2020",10,2020,2017,TV-MA,83,"Dramas, LGBTQ Movies",A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.,tt5654600,6.3,1098.0,"['male', 'female', 'female', 'male', 'unknown', 'female', 'female', 'female', 'male', 'male']",female,0.5,['male'],male
s7947,Movie,Savage Dog,Jesse V. Johnson,"Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy, Matthew Marsden, Keith David, Luke Massy",United States,"November 1, 2017",11,2017,2017,TV-MA,95,"Action & Adventure, Independent Movies",A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,tt5851014,4.9,3283.0,"['male', 'unknown', 'male', 'male', 'male', 'male', 'male', 'male']",male,0.0,['male'],male
s7948,Movie,Savage Raghda,Mahmoud Karim,"Ramez Galal, Riham Hagag, Bayyumi Fuad, Entessar, Ahmed Fathy, Mohammed Tharwat",Egypt,"June 13, 2019",6,2019,2018,TV-MA,93,"Comedies, International Movies, Romantic Movies","Desperate to support his son, a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial.",tt8898498,5.3,526.0,"['male', 'female', 'unknown', 'unknown', 'male', 'male']",male,0.16666666666666666,['male'],male
s7950,Movie,Saving Mr. Banks,John Lee Hancock,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia","March 2, 2019",3,2019,2013,PG-13,126,"Comedies, Dramas","When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack.",tt2140373,7.5,161267.0,"['female', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'male', 'female', 'female', 'female', 'male', 'male', 'female', 'female', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'male']",male,0.4166666666666667,['male'],male
s7951,Movie,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",United States,"January 15, 2020",1,2020,2019,R,95,Dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,tt7319822,5.3,2051.0,"['female', 'female', 'male', 'female', 'male', 'male', 'male', 'female', 'male', 'female', 'male']",male,0.45454545454545453,['male'],male
